54.95;−51.27;21.58;3.24;−1.82;1.11;33.33;−83.17;−1.95;46.25;55.03
54.56;−53.65;21.58;3.24;−1.88;1.11;33.33;−84.34;−1.93;45.80;54.92
54.56;−53.65;21.58;3.24;−1.88;1.11;33.33;−84.34;−1.93;45.80;54.96
54.76;−52.46;21.58;3.24;−1.85;1.11;33.33;−83.76;−1.94;46.02;54.96
54.76;−52.46;21.58;3.24;−1.85;1.11;33.33;−83.76;−1.94;46.02;54.95
54.76;−52.46;21.58;3.24;−1.85;1.11;33.33;−83.76;−1.94;46.02;54.96
54.50;−54.05;21.58;3.24;−1.89;1.11;33.33;−84.54;−1.93;45.73;54.98
54.50;−54.05;21.58;3.24;−1.89;1.11;33.33;−84.54;−1.93;45.73;54.95
54.30;−55.24;21.58;3.24;−1.92;1.10;33.33;−85.13;−1.92;45.50;54.94
54.30;−55.24;21.58;3.24;−1.92;1.10;33.33;−85.13;−1.92;45.50;54.94
54.30;−55.24;21.58;3.24;−1.92;1.10;33.33;−85.13;−1.92;45.50;54.95
54.56;−53.65;21.58;3.24;−1.88;1.11;33.33;−84.34;−1.93;45.80;54.96
54.56;−53.65;21.58;3.24;−1.88;1.11;33.33;−84.34;−1.93;45.80;54.96
54.50;−54.05;21.58;3.24;−1.89;1.11;33.33;−84.54;−1.93;45.73;54.97
54.37;−54.84;21.58;3.24;−1.91;1.10;33.33;−84.93;−1.92;45.58;54.96
54.37;−54.84;21.58;3.24;−1.91;1.10;33.33;−84.93;−1.92;45.58;54.95
54.24;−55.64;21.58;3.24;−1.93;1.10;33.33;−85.32;−1.92;45.43;54.93
54.17;−56.03;21.58;3.24;−1.94;1.10;33.33;−85.52;−1.91;45.35;54.91
54.04;−56.82;21.58;3.24;−1.96;1.10;33.33;−85.91;−1.91;45.20;54.97
54.04;−56.82;21.58;3.24;−1.96;1.10;33.33;−85.91;−1.91;45.20;55.01
54.69;−52.86;21.58;3.24;−1.86;1.11;33.33;−83.95;−1.94;45.95;54.98
54.43;−54.45;21.58;3.24;−1.90;1.11;33.33;−84.74;−1.93;45.65;54.92
54.43;−54.45;21.58;3.24;−1.90;1.11;33.33;−84.74;−1.93;45.65;54.93
54.50;−54.05;21.58;3.24;−1.89;1.11;33.33;−84.54;−1.93;45.73;54.91
53.97;−57.22;21.58;3.24;−1.97;1.10;33.33;−86.11;−1.91;45.13;54.91
53.97;−57.22;21.58;3.24;−1.97;1.10;33.33;−86.11;−1.91;45.13;54.91
54.17;−56.03;21.58;3.24;−1.94;1.10;33.33;−85.52;−1.91;45.35;54.75
52.93;−63.49;21.66;3.23;−2.13;1.09;33.33;−89.24;−1.99;44.51;54.77
52.93;−63.49;21.66;3.23;−2.13;1.09;33.33;−89.24;−1.99;44.51;54.80
53.13;−62.32;21.66;3.23;−2.10;1.09;33.33;−88.65;−2.00;44.73;54.79
53.26;−61.54;21.66;3.23;−2.08;1.09;33.33;−88.26;−2.00;44.88;54.95
53.84;−58.00;21.66;3.23;−1.99;1.10;33.33;−86.50;−2.03;45.54;54.90
53.84;−58.00;21.66;3.23;−1.99;1.10;33.33;−86.50;−2.03;45.54;55.03
53.97;−57.22;21.66;3.23;−1.97;1.10;33.33;−86.11;−2.04;45.69;55.01
54.82;−52.06;21.66;3.23;−1.84;1.11;33.33;−83.56;−2.07;46.65;55.15
54.82;−52.06;21.66;3.23;−1.84;1.11;33.33;−83.56;−2.07;46.65;55.15
55.21;−49.67;21.66;3.23;−1.78;1.11;33.33;−82.39;−2.09;47.09;55.00
54.56;−53.65;21.66;3.23;−1.88;1.11;33.33;−84.34;−2.06;46.35;55.11
54.56;−53.65;21.66;3.23;−1.88;1.11;33.33;−84.34;−2.06;46.35;55.11
55.08;−50.47;21.66;3.23;−1.80;1.11;33.33;−82.78;−2.08;46.94;55.05
54.63;−53.26;21.66;3.23;−1.87;1.11;33.33;−84.15;−2.06;46.43;54.96
54.63;−53.26;21.66;3.23;−1.87;1.11;33.33;−84.15;−2.06;46.43;55.01
54.37;−54.84;21.66;3.23;−1.91;1.10;33.33;−84.93;−2.05;46.13;54.88
53.58;−59.58;21.66;3.23;−2.03;1.09;33.33;−87.28;−2.02;45.25;54.90
53.58;−59.58;21.66;3.23;−2.03;1.09;33.33;−87.28;−2.02;45.25;54.86
53.71;−58.79;21.66;3.23;−2.01;1.10;33.33;−86.89;−2.02;45.39;54.85
53.65;−59.18;21.66;3.23;−2.02;1.10;33.33;−87.08;−2.02;45.32;54.86
53.65;−59.18;21.66;3.23;−2.02;1.10;33.33;−87.08;−2.02;45.32;54.86
53.71;−58.79;21.66;3.23;−2.01;1.10;33.33;−86.89;−2.02;45.39;54.89
53.71;−58.79;21.66;3.23;−2.01;1.10;33.33;−86.89;−2.02;45.39;54.82
53.71;−58.79;21.66;3.23;−2.01;1.10;33.33;−86.89;−2.02;45.39;54.77
53.19;−61.93;21.66;3.23;−2.09;1.09;33.33;−88.45;−2.00;44.80;54.75
53.00;−63.10;21.66;3.23;−2.12;1.09;33.33;−89.04;−1.99;44.58;54.78
53.39;−60.75;21.66;3.23;−2.06;1.09;33.33;−87.87;−2.01;45.02;54.76
53.39;−60.75;21.66;3.23;−2.06;1.09;33.33;−87.87;−2.01;45.02;54.80
53.32;−61.14;21.66;3.23;−2.07;1.09;33.33;−88.06;−2.01;44.95;54.79
53.32;−61.14;21.66;3.23;−2.07;1.09;33.33;−88.06;−2.01;44.95;54.86
53.65;−59.18;21.66;3.23;−2.02;1.10;33.33;−87.08;−2.02;45.32;54.79
53.00;−63.10;21.66;3.23;−2.12;1.09;33.33;−89.04;−1.99;44.58;54.76
53.00;−63.10;21.66;3.23;−2.12;1.09;33.33;−89.04;−1.99;44.58;54.73
53.06;−62.71;21.66;3.23;−2.11;1.09;33.33;−88.85;−2.00;44.66;54.62
53.06;−62.71;21.66;3.23;−2.11;1.09;33.33;−88.85;−2.00;44.66;54.63
52.54;−65.82;21.72;3.22;−2.19;1.08;33.33;−90.41;−2.06;44.46;54.62
52.02;−68.91;21.73;3.22;−2.27;1.08;33.33;−91.98;−2.06;43.96;54.65
52.02;−68.91;21.73;3.22;−2.27;1.08;33.33;−91.98;−2.06;43.96;54.61
52.15;−68.14;21.75;3.21;−2.25;1.08;33.33;−91.59;−2.11;44.28;54.59
52.08;−68.52;21.75;3.21;−2.26;1.08;33.33;−91.78;−2.10;44.20;54.57
52.08;−68.52;21.75;3.21;−2.26;1.08;33.33;−91.78;−2.10;44.20;54.59
51.95;−69.29;21.75;3.21;−2.28;1.07;33.33;−92.17;−2.10;44.06;54.59
52.47;−66.21;21.75;3.21;−2.20;1.08;33.33;−90.61;−2.12;44.64;54.64
52.47;−66.21;21.75;3.21;−2.20;1.08;33.33;−90.61;−2.12;44.64;54.66
52.41;−66.59;21.75;3.21;−2.21;1.08;33.33;−90.80;−2.12;44.57;54.66
52.47;−66.21;21.75;3.21;−2.20;1.08;33.33;−90.61;−2.12;44.64;54.67
52.47;−66.21;21.75;3.21;−2.20;1.08;33.33;−90.61;−2.12;44.64;54.73
52.87;−63.88;21.75;3.21;−2.14;1.09;33.33;−89.43;−2.14;45.08;54.69
52.87;−63.88;21.75;3.21;−2.14;1.09;33.33;−89.43;−2.14;45.08;54.72
52.54;−65.82;21.75;3.21;−2.19;1.08;33.33;−90.41;−2.12;44.71;54.75
53.19;−61.93;21.75;3.21;−2.09;1.09;33.33;−88.45;−2.15;45.44;54.74
53.19;−61.93;21.75;3.21;−2.09;1.09;33.33;−88.45;−2.15;45.44;54.73
52.93;−63.49;21.75;3.21;−2.13;1.09;33.33;−89.24;−2.14;45.15;54.80
52.93;−63.49;21.75;3.21;−2.13;1.09;33.33;−89.24;−2.14;45.15;54.74
52.93;−63.49;21.75;3.21;−2.13;1.09;33.33;−89.24;−2.14;45.15;54.76
53.06;−62.71;21.75;3.21;−2.11;1.09;33.33;−88.85;−2.15;45.30;54.79
53.06;−62.71;21.75;3.21;−2.11;1.09;33.33;−88.85;−2.15;45.30;54.79
53.65;−59.18;21.75;3.21;−2.02;1.10;33.33;−87.08;−2.17;45.95;54.78
53.26;−61.54;21.75;3.21;−2.08;1.09;33.33;−88.26;−2.15;45.52;54.82
53.26;−61.54;21.75;3.21;−2.08;1.09;33.33;−88.26;−2.15;45.52;54.81
53.52;−59.97;21.75;3.21;−2.04;1.09;33.33;−87.48;−2.17;45.81;54.77
53.52;−59.97;21.75;3.21;−2.04;1.09;33.33;−87.48;−2.17;45.81;54.80
53.32;−61.14;21.75;3.21;−2.07;1.09;33.33;−88.06;−2.16;45.59;54.82
53.32;−61.14;21.75;3.21;−2.07;1.09;33.33;−88.06;−2.16;45.59;54.79
53.32;−61.14;21.75;3.21;−2.07;1.09;33.33;−88.06;−2.16;45.59;54.79
53.00;−63.10;21.75;3.21;−2.12;1.09;33.33;−89.04;−2.14;45.22;54.80
53.00;−63.10;21.75;3.21;−2.12;1.09;33.33;−89.04;−2.14;45.22;54.80
53.39;−60.75;21.75;3.21;−2.06;1.09;33.33;−87.87;−2.16;45.66;54.75
53.26;−61.54;21.75;3.21;−2.08;1.09;33.33;−88.26;−2.15;45.52;54.78
53.26;−61.54;21.75;3.21;−2.08;1.09;33.33;−88.26;−2.15;45.52;54.78
53.19;−61.93;21.75;3.21;−2.09;1.09;33.33;−88.45;−2.15;45.44;54.76
53.19;−61.93;21.75;3.21;−2.09;1.09;33.33;−88.45;−2.15;45.44;54.78
52.93;−63.49;21.75;3.21;−2.13;1.09;33.33;−89.24;−2.14;45.15;54.81
53.39;−60.75;21.75;3.21;−2.06;1.09;33.33;−87.87;−2.16;45.66;54.90
53.39;−60.75;21.75;3.21;−2.06;1.09;33.33;−87.87;−2.16;45.66;54.93
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.86
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.84
53.32;−61.14;21.75;3.21;−2.07;1.09;33.33;−88.06;−2.16;45.59;54.83
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.83
53.78;−58.40;21.75;3.21;−2.00;1.10;33.33;−86.69;−2.18;46.10;54.87
53.45;−60.36;21.75;3.21;−2.05;1.09;33.33;−87.67;−2.16;45.73;54.92
54.24;−55.64;21.75;3.21;−1.93;1.10;33.33;−85.32;−2.20;46.61;54.92
54.24;−55.64;21.75;3.21;−1.93;1.10;33.33;−85.32;−2.20;46.61;54.93
54.17;−56.03;21.75;3.21;−1.94;1.10;33.33;−85.52;−2.19;46.54;54.92
54.17;−56.03;21.75;3.21;−1.94;1.10;33.33;−85.52;−2.19;46.54;54.92
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.89
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.91
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;54.86
53.71;−58.79;21.75;3.21;−2.01;1.10;33.33;−86.89;−2.17;46.03;54.91
53.71;−58.79;21.75;3.21;−2.01;1.10;33.33;−86.89;−2.17;46.03;54.91
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;55.02
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.02
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.97
54.37;−54.84;21.75;3.21;−1.91;1.10;33.33;−84.93;−2.20;46.75;54.97
54.37;−54.84;21.75;3.21;−1.91;1.10;33.33;−84.93;−2.20;46.75;55.00
54.30;−55.24;21.75;3.21;−1.92;1.10;33.33;−85.13;−2.20;46.68;55.04
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;54.98
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.00
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.00
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.99
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;55.00
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.94
54.63;−53.26;21.75;3.21;−1.87;1.11;33.33;−84.15;−2.21;47.04;54.88
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.90
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.96
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.91
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.94
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.87
54.04;−56.82;21.75;3.21;−1.96;1.10;33.33;−85.91;−2.19;46.39;54.90
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.91
53.97;−57.22;21.75;3.21;−1.97;1.10;33.33;−86.11;−2.19;46.32;54.90
54.17;−56.03;21.75;3.21;−1.94;1.10;33.33;−85.52;−2.19;46.54;54.93
54.17;−56.03;21.75;3.21;−1.94;1.10;33.33;−85.52;−2.19;46.54;55.02
54.17;−56.03;21.75;3.21;−1.94;1.10;33.33;−85.52;−2.19;46.54;55.03
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.08
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.06
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.05
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.10
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.13
55.47;−48.06;21.75;3.21;−1.74;1.12;33.33;−81.60;−2.25;47.99;55.16
55.80;−46.05;21.75;3.21;−1.69;1.12;33.33;−80.63;−2.27;48.36;55.15
55.80;−46.05;21.75;3.21;−1.69;1.12;33.33;−80.63;−2.27;48.36;55.09
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.10
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.14
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.13
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.12
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.14
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.12
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.14
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.08
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.11
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.13
55.34;−48.86;21.75;3.21;−1.76;1.12;33.33;−82.00;−2.25;47.85;55.13
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.13
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.17
55.74;−46.45;21.75;3.21;−1.70;1.12;33.33;−80.82;−2.26;48.28;55.10
55.74;−46.45;21.75;3.21;−1.70;1.12;33.33;−80.82;−2.26;48.28;55.10
55.34;−48.86;21.75;3.21;−1.76;1.12;33.33;−82.00;−2.25;47.85;55.09
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.11
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.14
55.74;−46.45;21.75;3.21;−1.70;1.12;33.33;−80.82;−2.26;48.28;55.17
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.17
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.19
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.17
55.93;−45.24;21.75;3.21;−1.67;1.12;33.33;−80.23;−2.27;48.50;55.15
55.80;−46.05;21.75;3.21;−1.69;1.12;33.33;−80.63;−2.27;48.36;55.14
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.15
55.41;−48.46;21.75;3.21;−1.75;1.12;33.33;−81.80;−2.25;47.92;55.22
56.26;−43.22;21.75;3.21;−1.62;1.13;33.33;−79.26;−2.29;48.87;55.22
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.24
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.25
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.33
56.32;−42.81;21.75;3.21;−1.61;1.13;33.33;−79.06;−2.29;48.94;55.35
56.84;−39.56;21.75;3.21;−1.53;1.13;33.33;−77.50;−2.31;49.52;55.34
56.84;−39.56;21.75;3.21;−1.53;1.13;33.33;−77.50;−2.31;49.52;55.29
56.26;−43.22;21.75;3.21;−1.62;1.13;33.33;−79.26;−2.29;48.87;55.23
56.26;−43.22;21.75;3.21;−1.62;1.13;33.33;−79.26;−2.29;48.87;55.23
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.24
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.22
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.23
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.23
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.25
55.87;−45.65;21.75;3.21;−1.68;1.12;33.33;−80.43;−2.27;48.43;55.24
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.23
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.23
56.19;−43.62;21.75;3.21;−1.63;1.13;33.33;−79.45;−2.28;48.79;55.24
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.24
56.00;−44.84;21.75;3.21;−1.66;1.12;33.33;−80.04;−2.27;48.57;55.23
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.21
56.13;−44.03;21.75;3.21;−1.64;1.13;33.33;−79.65;−2.28;48.72;55.12
55.47;−48.06;21.75;3.21;−1.74;1.12;33.33;−81.60;−2.25;47.99;55.18
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.19
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.06
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.13
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.12
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.07
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.12
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.08
55.34;−48.86;21.75;3.21;−1.76;1.12;33.33;−82.00;−2.25;47.85;55.05
55.54;−47.66;21.75;3.21;−1.73;1.12;33.33;−81.41;−2.25;48.06;55.02
55.54;−47.66;21.75;3.21;−1.73;1.12;33.33;−81.41;−2.25;48.06;55.15
55.87;−45.65;21.75;3.21;−1.68;1.12;33.33;−80.43;−2.27;48.43;55.14
55.87;−45.65;21.75;3.21;−1.68;1.12;33.33;−80.43;−2.27;48.43;55.13
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.18
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.06
55.61;−47.26;21.75;3.21;−1.72;1.12;33.33;−81.21;−2.26;48.14;55.10
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.08
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.07
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.07
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.09
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.08
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.11
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.08
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.09
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.10
55.15;−50.07;21.75;3.21;−1.79;1.11;33.33;−82.58;−2.24;47.63;55.02
54.89;−51.66;21.75;3.21;−1.83;1.11;33.33;−83.37;−2.23;47.34;55.06
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.07
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.06
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.07
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.08
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.06
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.05
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.07
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.08
55.28;−49.27;21.75;3.21;−1.77;1.12;33.33;−82.19;−2.24;47.77;55.08
55.21;−49.67;21.75;3.21;−1.78;1.11;33.33;−82.39;−2.24;47.70;55.10
55.08;−50.47;21.75;3.21;−1.80;1.11;33.33;−82.78;−2.23;47.55;55.06
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.07
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.06
55.02;−50.87;21.75;3.21;−1.81;1.11;33.33;−82.97;−2.23;47.48;55.07
54.95;−51.27;21.75;3.21;−1.82;1.11;33.33;−83.17;−2.23;47.41;55.01
54.76;−52.46;21.75;3.21;−1.85;1.11;33.33;−83.76;−2.22;47.19;55.06
54.76;−52.46;21.75;3.21;−1.85;1.11;33.33;−83.76;−2.22;47.19;55.02
